line_a,line_b,overlap,kmer,k,section
illar[weapon]n_eban[pair]n,illar[weapon]n_nun[na]na_dili[single]v/i,2,weapon,6,83
illar[weapon]n_nun[na]na_dili[single]v/i,illar[weapon]n_du@s[na]na_du-a[na]na,2,weapon,6,83
illar[weapon]n_du@s[na]na_du-a[na]na,{ŋeš}lagab[na]na_illar[weapon]n,2,weapon,6,83
{ŋeš}lagab[na]na_illar[weapon]n,pana[bow]n,0,o,1,NA
pana[bow]n,epana[quiver]n,0,pana,4,84
epana[quiver]n,kakpana[arrow]n,0,pana,4,84
kakpana[arrow]n,gagsisa[arrow]n,1,arrow,5,84
gagsisa[arrow]n,gag[nail]n_si[horn]n_eš[three]nu,0,gag,3,84
gag[nail]n_si[horn]n_eš[three]nu,esad[trap]n,0,a,1,NA
esad[trap]n,saʾad[trap?]n,0,trap,4,85
saʾad[trap?]n,lubi[ax]n,0,a,1,NA
lubi[ax]n,habuda[hoe]n,0,b,1,NA
habuda[hoe]n,igiŋal[weapon]n,0,e,1,NA
igiŋal[weapon]n,giŋ[ax]n,0,giŋ,3,86
giŋ[ax]n,giŋsal[hoe]n,0,giŋ,3,86
giŋsal[hoe]n,aga[ax]n,0,a,1,NA
aga[ax]n,aga.dun₃@g.ma[ax]n,1,aga,3,87
aga.dun₃@g.ma[ax]n,agasilig[ax]n,1,aga,3,87
agasilig[ax]n,aga[ax]n_aʾašŋar[ax]n,1,aga,3,87
aga[ax]n_aʾašŋar[ax]n,kušedim[tool]n,0,š,1,NA
kušedim[tool]n,{ŋeš}kid[na]na_aʾašŋar[ax]n,0,š,1,NA
{ŋeš}kid[na]na_aʾašŋar[ax]n,{ŋeš}kid[na]na_tukul[weapon]n_mah[great]v/i,1,{ŋeš}kid,8,88
{ŋeš}kid[na]na_tukul[weapon]n_mah[great]v/i,gidim[fork]n,0,id,2,NA
gidim[fork]n,gidim[fork]n_tur[small]v/i,2,gidim,5,89
gidim[fork]n_tur[small]v/i,usakar[moon]n,0,o,1,NA
usakar[moon]n,gag[nail]n_usakar[moon]n,2,usakar,6,90
gag[nail]n_usakar[moon]n,nisakar[agricultural-tool]n,0,sakar,5,90
nisakar[agricultural-tool]n,nisakar[agricultural-tool]n_burud[perforate]v/t,2,agricultural-tool,17,90
nisakar[agricultural-tool]n_burud[perforate]v/t,mar[shovel]n,0,ar,2,NA
mar[shovel]n,maršu[spade]n,0,mar,3,91
maršu[spade]n,mar[shovel]n_ninda[bread]n,0,mar,3,91
mar[shovel]n_ninda[bread]n,mar[shovel]n_ninda[bread]n_sag[rare]v/i,4,shovel,6,91
mar[shovel]n_ninda[bread]n_sag[rare]v/i,mar[shovel]n_niŋsur[beer]n,2,shovel,6,91
mar[shovel]n_niŋsur[beer]n,mar[shovel]n_im[clay]n,2,shovel,6,91
mar[shovel]n_im[clay]n,maršebad[winnowing-shovel]n,0,shovel,6,91
maršebad[winnowing-shovel]n,mar[shovel]n_še[barley]n_du₃[na]na,0,shovel,6,91
mar[shovel]n_še[barley]n_du₃[na]na,mar[shovel]n_zabar[bronze]n,2,shovel,6,91
mar[shovel]n_zabar[bronze]n,{ŋeš}šid[na]na_mar[shovel]n,2,shovel,6,91
{ŋeš}šid[na]na_mar[shovel]n,eme[tongue]n_mar[shovel]n,2,shovel,6,91
eme[tongue]n_mar[shovel]n,kul[handle]n_mar[shovel]n,2,shovel,6,91
kul[handle]n_mar[shovel]n,sugin[rot]n,0,o,1,NA
sugin[rot]n,sugin[rot]n,2,sugin,5,92
sugin[rot]n,sugin[rot]n,2,sugin,5,92
sugin[rot]n,dagsi[hook]n,0,o,1,NA
dagsi[hook]n,dagsi[hook]n_eban[pair]n,2,dagsi,5,93
dagsi[hook]n_eban[pair]n,balaŋ[instrument]n,0,ba,2,NA
balaŋ[instrument]n,balaŋdi[instrument]n,1,instrument,10,94
balaŋdi[instrument]n,{ŋeš}x-balaŋ[na]na,0,balaŋ,5,94
{ŋeš}x-balaŋ[na]na,ala[drum]n,0,ala,3,94
ala[drum]n,alŋar[instrument]n,0,rum,3,94
alŋar[instrument]n,alŋarsur[drumstick]n,0,alŋar,5,94
alŋarsur[drumstick]n,sabitum[instrument]n,0,rum,3,94
sabitum[instrument]n,miritum[instrument]n,1,instrument,10,94
miritum[instrument]n,urzababitum[instrument]n,1,instrument,10,94
urzababitum[instrument]n,urgula[instrument]n,1,instrument,10,94
urgula[instrument]n,harhar[instrument]n,1,instrument,10,94
harhar[instrument]n,{ŋeš}nig₂-kinkin[na]na,0,NA,0,NA
{ŋeš}nig₂-kinkin[na]na,{ŋeš}an[na]na_x[na]na_ŋal₂[na]na,0,{ŋeš},5,95
{ŋeš}an[na]na_x[na]na_ŋal₂[na]na,dim[post]n_maršum[bed]n,0,š,1,NA
dim[post]n_maršum[bed]n,dimlumagurak[instrument]n,0,dim,3,96
dimlumagurak[instrument]n,zamin[lyre]n,0,r,1,NA
zamin[lyre]n,kul[handle]n_zamin[lyre]n,2,zamin,5,97
kul[handle]n_zamin[lyre]n,dub[tablet]n_zamin[lyre]n,2,zamin,5,97
dub[tablet]n_zamin[lyre]n,tigidlu[instrument]n,0,t,1,NA
tigidlu[instrument]n,tigidlu[instrument]n_kaskal[way]n,2,instrument,10,98
tigidlu[instrument]n_kaskal[way]n,tigidlu[instrument]n_sa[sinew]n_eš[three]nu,2,instrument,10,98
tigidlu[instrument]n_sa[sinew]n_eš[three]nu,tigidlu[instrument]n_elam[1]gn,2,instrument,10,98
tigidlu[instrument]n_elam[1]gn,ŋešgudi[instrument]n,1,instrument,10,98
ŋešgudi[instrument]n,dua[instrument]n,1,instrument,10,98
dua[instrument]n,šukarak[instrument]n,1,instrument,10,98
šukarak[instrument]n,šu[handle]n,0,šu,2,NA
šu[handle]n,ebir[vessel-stand]n,0,and,3,99
ebir[vessel-stand]n,ebir[vessel-stand]n_a[water]n,2,vessel-stand,12,99
ebir[vessel-stand]n_a[water]n,ebir[vessel-stand]n_kaš[beer]n,2,vessel-stand,12,99
ebir[vessel-stand]n_kaš[beer]n,ganum[stand]n,0,stand,5,99
ganum[stand]n,ganum[stand]n_a[water]n,2,stand,5,99
ganum[stand]n_a[water]n,ganum[stand]n_ga[milk]n,2,stand,5,99
ganum[stand]n_ga[milk]n,ganum[stand]n_kaš[beer]n,2,stand,5,99
ganum[stand]n_kaš[beer]n,ebir[vessel-stand]n_dug[pot]n_imin[seven]nu,0,stand,5,99
ebir[vessel-stand]n_dug[pot]n_imin[seven]nu,ebir[vessel-stand]n_gub[stand]v/i,2,vessel-stand,12,99
ebir[vessel-stand]n_gub[stand]v/i,zabar[bronze]n_gub[stand]v/i,2,stand,5,99
zabar[bronze]n_gub[stand]v/i,magaz[bench]n,0,b,1,NA
magaz[bench]n,magaz[bench]n_burud[perforate]v/t,2,bench,5,100
magaz[bench]n_burud[perforate]v/t,innušugura[chopper]n,0,per,3,100
innušugura[chopper]n,ŋešpaphalla[trap?]n,0,r,1,NA
ŋešpaphalla[trap?]n,gud.si.aš[ram]n,0,ra,2,NA
gud.si.aš[ram]n,zu[tooth]n_gud.si.aš[ram]n,2,gud.si.aš,9,101
zu[tooth]n_gud.si.aš[ram]n,eme[tongue]n_gud.si.aš[ram]n,2,gud.si.aš,9,101
eme[tongue]n_gud.si.aš[ram]n,murgu[shoulder]n_gud.si.aš[ram]n,2,gud.si.aš,9,101
murgu[shoulder]n_gud.si.aš[ram]n,ŋešpu[rim]n_gud.si.aš[ram]n,2,gud.si.aš,9,101
ŋešpu[rim]n_gud.si.aš[ram]n,zena[weapon]n,0,a,1,NA
zena[weapon]n,zena[weapon]n_mah[great]v/i,2,weapon,6,102
zena[weapon]n_mah[great]v/i,ŋušur[beam]n_tug₂[na]na,0,ea,2,NA
ŋušur[beam]n_tug₂[na]na,ŋušur[beam]n_eš[three]nu,2,ŋušur,5,103
ŋušur[beam]n_eš[three]nu,ŋušur[beam]n_limmu[four]nu,2,ŋušur,5,103
ŋušur[beam]n_limmu[four]nu,ŋušur[beam]n_tal[broad]v/i,2,ŋušur,5,103
ŋušur[beam]n_tal[broad]v/i,ŋisal[rudder]n,0,al,2,NA
ŋisal[rudder]n,ŋisal[rudder]n_šu[hand]n,2,rudder,6,104
ŋisal[rudder]n_šu[hand]n,ŋisal[rudder]n_ŋiri[foot]n,2,rudder,6,104
ŋisal[rudder]n_ŋiri[foot]n,gam[crook]n,0,oo,2,NA
gam[crook]n,gam[crook]n_ŋiri[dagger]n,2,crook,5,105
gam[crook]n_ŋiri[dagger]n,gam[crook]n_ŋiri[dagger]n_šuʾi[barber]n,4,dagger,6,105
gam[crook]n_ŋiri[dagger]n_šuʾi[barber]n,gam[crook]n_ŋiri[dagger]n_ad.kid[weaver]n,4,dagger,6,105
gam[crook]n_ŋiri[dagger]n_ad.kid[weaver]n,gam[crook]n_bulug.kin.gur₄[lancet]n,2,crook,5,105
gam[crook]n_bulug.kin.gur₄[lancet]n,gam[crook]n_niŋ₂-{u₂}bur₂[na]na,2,crook,5,105
gam[crook]n_niŋ₂-{u₂}bur₂[na]na,gam[crook]n_ŋiri[dagger]n_muhaldim[cook]n,2,crook,5,105
gam[crook]n_ŋiri[dagger]n_muhaldim[cook]n,ŋišgal[station]n,0,ga,2,NA
ŋišgal[station]n,halba[bucket]n,0,al,2,NA
halba[bucket]n,tir[forest]n_ug[die]v/t,0,e,1,NA
tir[forest]n_ug[die]v/t,pa[branch]n_gibil[new]v/i_ug[die]v/t,2,die,3,106
pa[branch]n_gibil[new]v/i_ug[die]v/t,pa[branch]n_kud[cut]v/t_ug[die]v/t,4,branch,6,106
pa[branch]n_kud[cut]v/t_ug[die]v/t,ninda[seed-funnel]n,0,n,1,NA
ninda[seed-funnel]n,ninda[vessel]n,1,ninda,5,107
ninda[vessel]n,{ŋeš}en[na]na_ninda[vessel]n,2,vessel,6,107
{ŋeš}en[na]na_ninda[vessel]n,unknown,0,n,1,NA
unknown,{ŋeš}ŋir₃-re[na]na,0,NA,0,NA
{ŋeš}ŋir₃-re[na]na,kur[wood]n,0,r,1,NA
kur[wood]n,ŋeškur[tree]n,0,kur,3,108
ŋeškur[tree]n,kur[wood]n,0,kur,3,108
kur[wood]n,esi[tree]n,0,NA,0,NA
esi[tree]n,{ŋeš}kal[na]na,0,e,1,NA
{ŋeš}kal[na]na,{ŋeš}kal[na]na,1,{ŋeš}kal,8,109
{ŋeš}kal[na]na,{ŋeš}uri[na]na,0,{ŋeš},5,109
{ŋeš}uri[na]na,{ŋeš}uri[na]na,1,{ŋeš}uri,8,109
{ŋeš}uri[na]na,{ŋeš}uri[na]na,1,{ŋeš}uri,8,109
{ŋeš}uri[na]na,unknown,0,u,1,NA
unknown,gidubak[stylus]n,0,u,1,NA
gidubak[stylus]n,kiri[nose]n_gud[ox]n,0,s,1,NA
kiri[nose]n_gud[ox]n,{ŋeš}lum-lum[na]na_anše[equid]n,0,e,1,NA
{ŋeš}lum-lum[na]na_anše[equid]n,dih[weed]n,0,e,1,NA
dih[weed]n,dih[weed]n,2,weed,4,110
dih[weed]n,dih[weed]n,2,weed,4,110
dih[weed]n,dih[weed]n_kur[mountain]n,2,weed,4,110
dih[weed]n_kur[mountain]n,raba[clamp]n,0,a,1,NA
raba[clamp]n,ešgiri[staff]n,0,a,1,NA
ešgiri[staff]n,kunsig[bristle]n,0,st,2,NA
kunsig[bristle]n,nisiki[comb]n,0,si,2,NA
nisiki[comb]n,šaŋanla[trader]n,0,n,1,NA
šaŋanla[trader]n,u[sleep]n_ku[place]v/t,0,e,1,NA
u[sleep]n_ku[place]v/t,{ŋeš}x[na]na,0,NA,0,NA
{ŋeš}x[na]na,{ŋeš}x[na]na,1,{ŋeš}x,6,111
{ŋeš}x[na]na,ŋušur[beam]n,0,ŋ,1,NA
ŋušur[beam]n,ŋešdubak[board]n,0,b,1,NA
ŋešdubak[board]n,ŋeššu[manacles]n,0,ŋeš,3,112
ŋeššu[manacles]n,ŋešgu[stock]n,0,ŋeš,3,112
ŋešgu[stock]n,antibal[sign]n_gu[eat]v/t,0,gu,2,NA
antibal[sign]n_gu[eat]v/t,dur[balk]n,0,a,1,NA
dur[balk]n,dur[balk]n_si[horn]n,2,balk,4,113
dur[balk]n_si[horn]n,dur[balk]n_piš-piš[na]na,2,balk,4,113
dur[balk]n_piš-piš[na]na,alan[statue]n,0,a,1,NA
alan[statue]n,az[bear]n,0,e,1,NA
az[bear]n,piriŋ[lion]n,0,NA,0,NA
piriŋ[lion]n,nemur[leopard]n,0,l,1,NA
nemur[leopard]n,ur[dog]n,0,ur,2,NA
ur[dog]n,zana[doll]n,0,do,2,NA
zana[doll]n,e[house]n_zana[doll]n,2,doll,4,114
e[house]n_zana[doll]n,namra[booty]n,0,na,2,NA
namra[booty]n,šaʾuša[lance]n,0,a,1,NA
šaʾuša[lance]n,argibil[structure]n,0,c,1,NA
argibil[structure]n,ŋeš[tree]n_šuniŋin[total]n,0,tr,2,NA
ŋeš[tree]n_šuniŋin[total]n,nisaba[1]dn_zamin[lyre]n,0,re,2,NA
