line_a,line_b,overlap,kmer,k,section
har[ring]n_ŋiri[foot]n_kugbabbar[silver]n,har[ring]n_gal[big]v/i_kugbabbar[silver]n,4,kugbabbar,9,105
har[ring]n_gal[big]v/i_kugbabbar[silver]n,hubdum[object]n_kugbabbar[silver]n,2,kugbabbar,9,105
hubdum[object]n_kugbabbar[silver]n,šita[priest]n_kugbabbar[silver]n,2,kugbabbar,9,105
šita[priest]n_kugbabbar[silver]n,niŋluh[basin]n_kugbabbar[silver]n,2,kugbabbar,9,105
niŋluh[basin]n_kugbabbar[silver]n,kugsig[gold]n,0,kug,3,105
kugsig[gold]n,kugsig[gold]n_huš[reddish]v/i,2,kugsig,6,105
kugsig[gold]n_huš[reddish]v/i,kugsig[gold]n_sisa[fair]aj,2,kugsig,6,105
kugsig[gold]n_sisa[fair]aj,kugsig[gold]n_sahar[dust]n,2,kugsig,6,105
kugsig[gold]n_sahar[dust]n,kugsig[gold]n_sahar[dust]n_kur[mountain]n,4,kugsig,6,105
kugsig[gold]n_sahar[dust]n_kur[mountain]n,kugsig[gold]n_lub[bag]n_šar[mix]v/t,2,kugsig,6,105
kugsig[gold]n_lub[bag]n_šar[mix]v/t,kugsig[gold]n_u[ten]nu,2,kugsig,6,105
kugsig[gold]n_u[ten]nu,kugsig[gold]n_ilimmu[nine]nu,2,kugsig,6,105
kugsig[gold]n_ilimmu[nine]nu,kugsig[gold]n_ussu[eight]nu,2,kugsig,6,105
kugsig[gold]n_ussu[eight]nu,kugsig[gold]n_imin[seven]nu,2,kugsig,6,105
kugsig[gold]n_imin[seven]nu,kugsig[gold]n_aš[six]nu,2,kugsig,6,105
kugsig[gold]n_aš[six]nu,kugsig[gold]n_ya[five]nu,2,kugsig,6,105
kugsig[gold]n_ya[five]nu,kugsig[gold]n_limmu[four]nu,2,kugsig,6,105
kugsig[gold]n_limmu[four]nu,kugsig[gold]n_eš[three]nu,2,kugsig,6,105
kugsig[gold]n_eš[three]nu,kugsig[gold]n_min[two]nu,2,kugsig,6,105
kugsig[gold]n_min[two]nu,tuditum[toggle-pin]n_kugsig[gold]n,2,kugsig,6,105
tuditum[toggle-pin]n_kugsig[gold]n,kamkammatum[earring]n_kugsig[gold]n,2,kugsig,6,105
kamkammatum[earring]n_kugsig[gold]n,ašme[radiance]n_kugsig[gold]n,2,kugsig,6,105
ašme[radiance]n_kugsig[gold]n,ugunu[decoration]n_kugsig[gold]n,2,kugsig,6,105
ugunu[decoration]n_kugsig[gold]n,ubur[breast]n_ugunu[decoration]n_kugsig[gold]n,4,decoration,10,105
ubur[breast]n_ugunu[decoration]n_kugsig[gold]n,šugur[ring]n_kugsig[gold]n,2,kugsig,6,105
šugur[ring]n_kugsig[gold]n,ešgur[ring]n_kugsig[gold]n,3,kugsig,6,105
ešgur[ring]n_kugsig[gold]n,har[ring]n_kugsig[gold]n,3,kugsig,6,105
har[ring]n_kugsig[gold]n,har[ring]n_šu[hand]n_kugsig[gold]n,4,kugsig,6,105
har[ring]n_šu[hand]n_kugsig[gold]n,har[ring]n_ŋiri[foot]n_kugsig[gold]n,4,kugsig,6,105
har[ring]n_ŋiri[foot]n_kugsig[gold]n,har[ring]n_gal[big]v/i_kugsig[gold]n,4,kugsig,6,105
har[ring]n_gal[big]v/i_kugsig[gold]n,har[ring]n_ib[hips]n_kugsig[gold]n,4,kugsig,6,105
har[ring]n_ib[hips]n_kugsig[gold]n,hubdum[object]n_kugsig[gold]n,2,kugsig,6,105
hubdum[object]n_kugsig[gold]n,lammar[deity]n_kugsig[gold]n,2,kugsig,6,105
lammar[deity]n_kugsig[gold]n,gudalim[bovid]n_kugsig[gold]n,2,kugsig,6,105
gudalim[bovid]n_kugsig[gold]n,alan[statue]n_kugsig[gold]n,2,kugsig,6,105
alan[statue]n_kugsig[gold]n,huwawa[monster]n_kugsig[gold]n,2,kugsig,6,105
huwawa[monster]n_kugsig[gold]n,bizaza[frog]n_kugsig[gold]n,2,kugsig,6,105
bizaza[frog]n_kugsig[gold]n,abzaza[zebu]n_kugsig[gold]n,2,kugsig,6,105
abzaza[zebu]n_kugsig[gold]n,udug[demon]n_kugsig[gold]n,2,kugsig,6,105
udug[demon]n_kugsig[gold]n,anzabtum[ring]n_kugsig[gold]n,2,kugsig,6,105
anzabtum[ring]n_kugsig[gold]n,niŋŋeštug[earring]n_kugsig[gold]n,2,kugsig,6,105
niŋŋeštug[earring]n_kugsig[gold]n,gurun[fruit]n_kugsig[gold]n,2,kugsig,6,105
gurun[fruit]n_kugsig[gold]n,endur[navel?]n_kugsig[gold]n,2,kugsig,6,105
endur[navel?]n_kugsig[gold]n,x-li-x[na]na_kugsig[gold]n,2,kugsig,6,105
x-li-x[na]na_kugsig[gold]n,unknown,0,o,1,NA
unknown,x-x-x[na]na,0,NA,0,NA
x-x-x[na]na,{d}nisaba[na]na_zamin[lyre]n,0,NA,0,NA
